"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00009895,,"TAWONGA PRIMARY SCHOOL COUNCIL","Tawonga Primary School","TAWONGA PRIMARY SCHOOL, 91-97 KIEWA VALLEY HWY",TAWONGA,VIC,3697,29/11/2024,
PR-40035191,,"VALUED VENTURE PTY LTD ATF Valued Venture Trust",,"U 410  52-54 O'Sullivan Rd","GLEN WAVERLEY",VIC,3150,26/03/2024,
PR-40035265,,"KIN KIDS PTY LTD","Kin Kids","Post Office Box 5250","FRANKSTON SOUTH",VIC,3199,26/02/2024,
PR-40035269,,"RIPPLEBROOK PRIMARY SCHOOL COUNCIL","Ripplebrook Primary School","2260 Westernport Road",RIPPLEBROOK,VIC,3818,18/01/2024,
PR-40035285,,"ST. KEVIN'S COLLEGE LTD","ST. KEVIN'S COLLEGE","31 Moonga Road",TOORAK,VIC,3142,17/04/2024,
PR-40035397,,"HOPE KARINGAL PTY LTD","HOPE KARINGAL","3, 3 Levida Dr","CARRUM DOWNS",VIC,3201,12/03/2024,
PR-40035406,,"The Trustee for TREETOP EARLY LEARNING PASCOE VALE UNIT TRUST","Treetop Early Learning Pascoe Vale","Se 3  574 Plummer St","PORT MELBOURNE",VIC,3207,14/11/2023,
PR-40035516,,"WEST WIMMERA HEALTH SERVICE","West Wimmera Health Service","PO Box 231",NHILL,VIC,3418,25/01/2024,
PR-40035546,,"WESBURN PRIMARY SCHOOL COUNCIL","Wesburn Primary School","Wesburn Primary School, 2850 Warburton Hwy","YARRA JUNCTION",VIC,3797,19/12/2023,
PR-40035550,,"Bayside Early Learning Centre and Kindergarten Pty Ltd ATF Bayside Early Learning Trust",,"132 Collins St",MENTONE,VIC,3194,01/06/2024,
PR-40035552,,"Country Bunch Early Learning PTY LTD","Country Bunch Early Learning","751-753 IRYMPLE AV",IRYMPLE,VIC,3498,27/12/2023,
PR-40035576,,"TARNAGULLA PRIMARY SCHOOL COUNCIL",8021,"Tarnagulla Primary School 51-53 Stanley St, 51-53 Stanley St",TARNAGULLA,VIC,3551,16/12/2023,
PR-40035632,,"BARBOSU FAMILY PTY LTD",,"U 31  95-99 Edithvale Rd",EDITHVALE,VIC,3196,03/10/2024,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development in Quality Area 7 - Governance and Leadership. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40035711,,"PTDF PTY LTD",,"61 Hansen St","ALTONA NORTH",VIC,3025,11/05/2024,"Prior to applying for service approval or transfer, the person with management or control of the approved provider
•	must undertake professional development on the Child Safe Standards 
•	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40035749,,"Murrabit Primary School Council",,"Murrabit Primary School, 61 Browning Ave",MURRABIT,VIC,3579,19/12/2023,
PR-40035841,,"DMVS Childcare Pty Ltd",,"68 Dandenong-Hastings Road",SOMERVILLE,VIC,3912,07/02/2024,
PR-40035860,,"BRIGHT BEGINNINGS LEARNING CENTRE TARNEIT PTY LTD",,"1071 Leakes Rd",TARNEIT,VIC,3029,22/04/2024,
PR-40035879,,"AL RAHMA EARLY LEARNING CENTRE PTY LTD","AL RAHMA EARLY LEARNING CENTRE","24 tobruk av","WEST HEIDELBERG",VIC,3081,09/05/2024,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development that relates to Child Safe Standards
•	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completio"
PR-40035882,,"Dylan Barr","WeSupportYou After School","15 Connemara Ct",PORTLAND,VIC,3305,22/04/2024,"The person(s) with management or control of the approved provider, must undertake professional development in Quality Area 7 – Governance and Leadership prior to applying for service approval or transfer. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion"
PR-40036029,,"NJJ PTY LTD","NJJ PTY LTD","76 Como Pde","CLYDE NORTH",VIC,3978,06/05/2024,
PR-40036125,,"YONA EDUCATION PTY LTD","YONA FAMILY DAY CARE","30 Picnic Ave","CLYDE NORTH",VIC,3978,31/10/2024,
PR-40036144,,"Sqwerky Chicken Pty Ltd",,"430 Robinsons Rd","LANGWARRIN SOUTH",VIC,3911,22/05/2024,
PR-00006574,,"Meredith Primary School Council","Meredith Primary School Council","Meredith P.S., Wallace St",MEREDITH,VIC,3333,04/05/2012,
PR-00006577,,"Woodford Primary School Council","Woodford Primary School","8 Victoria Street",WOODFORD,VIC,3281,07/01/2013,
PR-00006579,,"Little Steps Family Day Care Pty Ltd","Little Steps Family Day Care Pty Ltd","33 Stillwell Cres","ROXBURGH PARK",VIC,3064,25/07/2012,
PR-00006597,,"Four Star Management PTY LTD","Little Wonders Early Learning Ballarat","6-12 Plantation Rd",CORIO,VIC,3214,27/04/2012,
PR-00006618,,"VIETNAMESE & CHINESE AGED CARE SERVICES PTY LTD","VIETNAMESE & CHINESE AGED CARE SERVICES PTY LTD","38 Pendragon Crescent",DERRIMUT,VIC,3030,17/01/2013,
PR-00006621,,"Rosebud Primary School Council","Rosebud Primary School","PO Box 504",ROSEBUD,VIC,3930,19/04/2012,
PR-00006625,,"Chris Oleg Emmanuel","Emmanuel Early Learning","22 Denton Drive","ENDEAVOUR HILLS",VIC,3802,23/03/2012,
PR-00006637,,"Cranbourne Christian Fellowship Centre Inc T/A TurningPoint Family Church","TurningPoint Child Care Centre","P.O.Box 5422",CRANBOURNE,VIC,3977,12/04/2012,
PR-00006638,,"St Joseph's Church Benalla","St Joseph's Parish After School Care Benalla","c/- St Joseph's Primary School, 17 Wedge Street",BENALLA,VIC,3672,31/08/2012,
PR-00006641,,"Kicks 4 Kids Pty Ltd","Kicks 4 Kids","P.O.Box 114","ALTONA NORTH",VIC,3025,13/06/2012,
PR-00006643,,"Kids by the Bay Children's Centre Pty Ltd","Kids by the Bay Children's Centre","70 Hanmer St",WILLIAMSTOWN,VIC,3016,26/06/2012,
PR-00006715,,"St Mel's Outside School Hours Care","St Mel's Outside School Hours Care","35 Hamilton St",SHEPPARTON,VIC,3630,01/05/2012,
PR-00006729,,"Play CC&K Pty Ltd ATF Corbet Care & Education Trust","Play CC & K","121 Roslyn Road",BELMONT,VIC,3216,12/04/2012,
PR-00006739,,"Emmikins Enterprises Pty Ltd","Emmikins Enterprises Pty Ltd","694 Whitehorse Rd",MITCHAM,VIC,3132,07/05/2012,
PR-00006745,,"Immaculate Conception Catholic Church Hawthorn","Immaculate Conception Catholic Church Hawthorn","345 Burwood Road",HAWTHORN,VIC,3122,31/12/2011,
PR-00006748,,"A4K Childcare Pty Ltd ATF A4k Childcare Trust",,"4 MADOLINE ST","PASCOE VALE",VIC,3044,13/04/2012,
PR-00006757,,"Association for Christian Education Mount Evelyn Inc","Mount Evelyn Christian School","135 York Road","MOUNT EVELYN",VIC,3796,16/08/2012,
PR-00006758,,"St Bernard's School","St Bernards School","St Bernards Parish Primary School OSHC, PO Box 174","BACCHUS MARSH",VIC,3340,03/08/2012,
PR-00006769,,"Heathers Kids Kare Pty Ltd","Skids Frankston","Unit 4, 5a Apsley Place",Seaford,VIC,3198,17/08/2012,
PR-00006771,,"Belotte Pty Ltd ATF Williams Family Trust",,"PO Box 236","SURREY HILLS",VIC,3127,07/02/2012,
PR-00006773,,"Malvern Memorial Kindergarten Inc",,"15 Orchard Street",ARMADALE,VIC,3143,27/02/2012,
PR-00006775,,"Mrs Idil Artan","Rainbow Dreams","8 Spiteri Pl",TRUGANINA,VIC,3029,14/09/2012,
PR-00006781,,"VICSEG New Futures",,"Level 1 368 Sydney Road",Coburg,VIC,3058,12/07/2012,
PR-00006784,,"Brunswick Kindergarten Incorporated","Brunswick Kindergarten Incorporated","61 Glenlyon Road",BRUNSWICK,VIC,3056,11/05/2012,
PR-00006785,,"The Trustee For the Wonder Childcare Unit Trust","Wonder Childcare Pty Ltd","Unit 11/29 Greville Street",PRAHRAN,VIC,3181,12/07/2012,
PR-00006789,,"OZ Family Day Care Pty Ltd","OZ Family Day Care","U 3  75 Ashley Street",BRAYBROOK,VIC,3018,26/06/2012,
PR-00006792,,"Mother's Choice Family Day Care Pty Ltd","Mother's Choice Family Day Care","24 Amsterdam Avenue",TARNEIT,VIC,3029,04/06/2012,"The approved provider may not operate any education and care service in New South Wales until any existing education and care services being operated in other participating jurisdictions are rated as “Meeting” the National Quality Standard."
PR-00006808,,"Quality Kids Pty Ltd","Quality Kids Pty Ltd","4 Ballantine Court",KILMORE,VIC,3764,17/09/2012,
PR-00011974,,"ASPIRE EARLY EDUCATION & KINDERGARTEN GOOGONG WEST PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN GOOGONG WEST","627 CHAPEL ST","SOUTH YARRA",VIC,3141,03/06/2026,
PR-40000019,,"My Stars Berwick PTY LTD","My Stars Berwick","1-3 Michelle Dr",BERWICK,VIC,3806,29/10/2012,
PR-40000035,,"THE ELWOOD CHILDRENS CENTRE INC","Elwood Children's Centre","46 Tennyson St",ELWOOD,VIC,3184,14/09/2012,
PR-40000041,,"SELBY PRIMARY SCHOOL COUNCIL","Selby Primary School","2 Morley St",SELBY,VIC,3159,29/01/2013,
PR-40000042,,"BRIGHT SUN FAMILY DAY CARE PTY LTD","Bright Sun Family Day Care","Fy 7  6-7 Motto Ct","HOPPERS CROSSING",VIC,3029,19/12/2012,
PR-40000070,,"KUTUB FAMILY DAY CARE PTY LTD",,"U 21  126 Racecourse Rd",FLEMINGTON,VIC,3031,12/11/2012,
PR-40000081,,"The Trustee for Delsouth Bentleigh Unit Trust","Buckets Early Learning Centre","Stonnington Day Surgery, 253 Wattletree Rd",MALVERN,VIC,3144,07/01/2013,
PR-40000089,,"ASSOCIATION FOR CHRISTIAN EDUCATION OF DANDENONG","Maranatha Christian School","104-108 Reema Bvd","ENDEAVOUR HILLS",VIC,3802,07/01/2013,
PR-40000099,,"Children's House of Early Learning Mt Evelyn Pty Ltd ATF Mackay Gallagher Family Trust No.1","Children's House of Early Learning Mt Evelyn","PO Box 556",BORONIA,VIC,3155,23/11/2012,
PR-40000136,,"HIP HOP PTY. LTD.","Hippity Hop Childcare","PO Box 2505","FOUNTAIN GATE",VIC,3805,26/02/2013,
PR-40000142,,"KIDS CORNER FAMILY DAY CARE PTY. LTD.","Kids Corner Family Day Care Pty. Ltd.","U 2  37 Sarona St",DANDENONG,VIC,3175,12/08/2013,
PR-40000145,,"F ANTOUN & R ANTOUN & L ESBER","Little Busy Bees","36 Roadhouse Wynd",SYDENHAM,VIC,3037,03/01/2013,
PR-40000159,,"Sahima Sanaz Ali","Choice Family Day Care Scheme","15 Kirribilli Cl",CRAIGIEBURN,VIC,3064,10/01/2013,
PR-40000176,,"Torquay Christian Fellowship Care Incorporated","Torquay Early Learning & Care","PO Box 195",TORQUAY,VIC,3228,07/01/2013,
PR-40000196,,"ANAB MOHAMUD","A Grade Family Day Care","4 Bowden St","SOUTH MORANG",VIC,3752,11/02/2013,
PR-40000199,,"EILDON ROAD CHILDRENS CENTRE INC","Eildon Road Children's Centre","EILDON ROAD CHILDRENS CENTRE, 17 EILDON RD","ST KILDA",VIC,3182,22/11/2012,
PR-40000222,,"Faduma Alio","Muna Family Day Care","Shop 2  294-296 High St",PRESTON,VIC,3072,31/01/2013,
PR-40000234,,"The Trustee for SAVE THE CHILDREN AUSTRALIA TRUST","SAVE THE CHILDREN AUSTRALIA","PO BOX 7021",SHEPPARTON,VIC,3632,19/12/2012,
PR-40000254,,"Siham El-Akam","Azza Family Day Care","27 Palmers Road","WILLIAMS LANDING",VIC,3027,04/03/2013,
PR-40000256,,"Benalla P-12 College School Council","Benalla P-12 College School Council","127-139 Waller St",BENALLA,VIC,3672,19/12/2012,
PR-40000260,,"BRIGHT START FAMILY DAY CARE AND EDUCATIONAL SERVICE PTY LTD","Bright Start Family Day Care and Educational Service Pty. Ltd.","U 6  75 Ashley St",BRAYBROOK,VIC,3019,23/12/2013,
PR-40000266,,"Gowanbrae Children's Centre Inc.","Gowanbrae Children's Centre","2A Marigold Cres",GOWANBRAE,VIC,3043,19/03/2013,
PR-40010990,,"KINGKIDS 4 PTY LTD",,"SUITE 1 LEVEL 2 333 POLICE RD",MULGRAVE,VIC,3170,10/07/2017,
PR-40011011,,"JOHN MACKENZIE KINDERGARTEN INC","John MacKenzie Kindergarten","John Mackenzie Kindergarten, 603 Toorak Rd",TOORAK,VIC,3142,30/06/2017,
PR-40011040,,"UNITING (VICTORIA AND TASMANIA) LIMITED",,"Level 4 Wesley Place, 130 Lonsdale St",MELBOURNE,VIC,3000,05/06/2017,
PR-40011098,,"AJANI WADOOD",,"53 Springbank Rd",WOLLERT,VIC,3750,18/05/2018,
PR-40011109,,"Yavneh Early Learning Centre Inc",,"81 Balaclava Road","CAULFIELD NORTH",VIC,3161,23/11/2017,"The persons with management or control must attend an educative session on their role, conducted by officers from the Southern Metropolitan Regional area team, within 3 months after service approval is granted.
"
PR-40011123,,"ASCOT EARLY LEARNING CENTRE PTY LTD",,"L 7  484 St Kilda Rd",MELBOURNE,VIC,3004,26/05/2017,
PR-40011124,,"CRANBOURNE WEST EARLY LEARNING CENTRE PTY LTD",,"84-90s Quarters Bvd","CRANBOURNE WEST",VIC,3977,26/05/2017,
PR-40011131,,"CROYDON NORTH KINDERGARTEN INC","Croydon North Kinergarten Inc","Croydon North Kindergarten, 90 Bonnie View Rd","CROYDON NORTH",VIC,3136,19/07/2017,
PR-40011141,,"Baba Deep Singh Pty Ltd ATF Dhillon & Daughters Family Trust",,"1080 NORTHERN HWY",BYLANDS,VIC,3762,02/11/2017,
PR-40011145,,"TheirCare Pty Ltd",TheirCare,"Podium, Shop 2, 766 Toorak Rd","GLEN IRIS",VIC,3146,16/06/2017,
PR-40011194,,"The United Vietnamese Buddhist Congregation of South-Eastern Melbourne","Hoa Nghiem Primary School","444-448 Springvale Rd","SPRINGVALE SOUTH",VIC,3172,19/07/2017,
PR-40011246,,"MOTHER & 3 SONS PTY LTD",,"13 Rowlandson Pl","TAYLORS LAKES",VIC,3038,14/08/2017,
PR-40011263,,"HOPPERS CROSSING MONTESSORI CENTRE PTY. LTD.",,"7 Chinook Way","POINT COOK",VIC,3030,31/08/2017,
PR-40011323,,"COMMUNITYOSH PTY LTD",CommunityOSH,"PO Box 265",RICHMOND,VIC,3121,16/10/2017,
PR-40011343,,"Willaura Primary School Council","Willaura Primary School","14-32 Warranooke St",WILLAURA,VIC,3379,22/06/2017,
PR-40011386,,"COUNTRY BUDDIES SHEPPARTON PTY LTD ATF Country Buddies Shepparton Trust","Country Buddies Shepparton","Factory 3, 8 Ladd Road","NEW GISBORNE",VIC,3437,21/06/2017,
PR-40011422,,"Country Buddies Wahgunyah Pty Ltd","Country Buddies Wahgunyah","PO Box 89",GISBORNE,VIC,3437,21/06/2017,
PR-40011424,,"T. & C. Koelewyn Proprietary Limited ATF Koelewyn Family Trust","Eastwood Early Learning Centre & Kindergarten","120 Old Cape Schanck Rd",ROSEBUD,VIC,3939,08/09/2017,
PR-40011503,,"KIKA INVESTMENTS PTY LTD ATF KIKA Family Trust","Kids World","14-16 Walls Rd",WERRIBEE,VIC,3030,21/07/2017,
PR-40011509,,"SARAH STOKES",,"Unit 357, 585 Little Collins St",MELBOURNE,VIC,3000,22/12/2017,
PR-40011516,,"HAPPY FACES CHILD CARE PTY LTD","HAPPY FACES CHILD CARE","2 Hill Ct",WARRANWOOD,VIC,3134,27/10/2017,"The persons with management or control must undertake professional development in Quality Areas 1 and 6 of the National Quality Standard, and the Child Safe Standards and provide evidence of completion to the Regulatory Authority prior to any application for service approval being considered. The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development."
PR-40011518,,"Thargini (Gani) Kirisananthan",,"28 Wickford Rd",TARNEIT,VIC,3029,17/07/2018,"The approved provider must undertake professional development in Quality Area 2, Children’s Health and Safety (Element 2.2.3 Management, educators and staff are aware of their roles and responsibilities to identify and respond to every child at risk of abuse or neglect) and Quality Area 7, Governance and Leadership of the National Quality Standard and the Child Safe Standards. Evidence of completion must be provided to the Regulatory Authority prior to any application for service approval or transfer being considered.

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development.
"
PR-40011652,,"TAGAISA FUIMAONO","Little Champions Early Learning Family Day Care","3 Coberley Way","CRANBOURNE NORTH",VIC,3977,13/06/2018,
PR-40011657,,"Merri-bek Early Years Management Inc","Merri-bek Early Years Management","2a Marigold Cres",GOWANBRAE,VIC,3043,03/10/2017,
PR-40011713,,"MONTESSORI BEGINNINGS MILDURA PTY LTD","Montessori Beginnings Mildura Pty Ltd","Suite 2401, 70 Dorcas St",SOUTHBANK,VIC,3006,18/09/2017,
PR-40011779,,"HIGHMOUNT PRE SCHOOL ASSOCIATION INCORPORATED","Highmount Pre-school Association Incorporated","Highmount Pre School, 36 Lechte Rd","MOUNT WAVERLEY",VIC,3149,21/07/2017,
PR-40011788,,"Davies Mutabwa",MR,"5 Succession St",DOREEN,VIC,3754,13/06/2018,
PR-40026399,,"SANDHURST CHILDCARE PTY LTD ATF SANDHURST CHILDCARE TRUST","Sandhurst Childcare Centre","53 Sandhurst Boulevard",SANDHURST,VIC,3977,31/03/2022,
PR-40026400,,"GROW WITH US PTY LTD",,"PO Box 466",ASHBURTON,VIC,3147,04/07/2021,
PR-40026420,,"ATOM EDU-SOLUTIONS CONSULTING INTERNATIONAL PTY LTD",,"U 2  1 Harcourt Ave",MULGRAVE,VIC,3170,25/12/2021,
PR-40026422,,"SMV & COMPANY PTY LTD","SMV & COMPANY PTY LTD","95, STANHOPE RD",TARNEIT,VIC,3029,22/01/2022,
PR-40026470,,"ASPIRE EARLY EDUCATION WOLLERT PTY LTD","Aspire Early Education and Kindergarten Wollert","Level 7 484 St Kilda",MELBOURNE,VIC,3000,08/10/2021,
PR-40026606,,"ME FOR KIDS CROYDON PTY LTD",,"Building 5, Se 57  195 Wellington Rd",CLAYTON,VIC,3168,27/07/2021,
PR-40026626,,"BULLEEN HEIGHTS SCHOOL COUNCIL","Bulleen Heights School","PO Box 5",BULLEEN,VIC,3105,29/07/2021,
PR-40026645,,"Chabad Youth Limited","Chabad Youth","1 A'Beckett St","EAST ST KILDA",VIC,3183,28/10/2021,
PR-40026763,,"ZORG COTTON ON PTY LTD",TBC,"38 Preston St","GEELONG WEST",VIC,3218,09/03/2022,
PR-40026891,,"NEW HORIZON FDC PTY LTD","New Horizon FDC Pty Ltd","7 Magdala St",WERRIBEE,VIC,3030,15/08/2022,
PR-40026898,,"Pico Early Learning Centre and Kindergarten (VIC) PTY LTD","Pico Early Learning Centre and Kindergarten","2-6 PRINCESS HIGHWAY",PAKENHAM,VIC,3810,27/07/2021,
PR-40026930,,"FAITH! CHRISTIAN CHURCH INC.",,"307 Gladstone Rd","DANDENONG NORTH",VIC,3175,19/01/2022,
PR-40026957,,"JML TRADING MORNINGTON PTY LTD","Explorers Early Learning - Mornington","110-112 Bridport St","ALBERT PARK",VIC,3206,08/08/2021,
PR-40026959,,"JML TRADING SURREY HILLS ELGAR ROAD PTY LTD","Explorers Early Learning -","110-112 Bridport St","ALBERT PARK",VIC,3206,08/08/2021,
PR-40026991,,"The Reframe Project PTY LTD","Lil' Leaders Early Learning","124 Duke St",BRAYBROOK,VIC,3019,04/07/2022,
PR-40027003,,"Bruce Alexander Wilson",,"U 1  102 The Terrace","OCEAN GROVE",VIC,3226,28/05/2022,
PR-40027042,,"Melinda Fury","Little Chestnut Family Daycare","29 Glen Ebor Ave",BLACKBURN,VIC,3130,24/05/2022,
PR-40027057,,"Mondo Early Learning Deer Park Pty Ltd",,"7 Madeline Ct","AVONDALE HEIGHTS",VIC,3034,14/10/2021,
PR-40027090,,"Guwing Pty Ltd","Little Groms Early Learning","88 Geelong Rd, TORQUAY 3228 VIC, 88 Geelong Rd, Torquay 3228 VIC",TORQUAY,VIC,3228,28/10/2021,
PR-40027177,,"BUBS VIPS PTY LTD ATF BHAGAT FAMILY TRUST","BUBS VIPS PTY LTD","8 Sokleng Close",ROWVILLE,VIC,3178,08/06/2022,"The person with management or control of the approved provider, GURBINER BHAGAT, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-00011582,,"GUMBOOTS EARLY LEARNING GREENSBOROUGH PTY LTD (ATF) GUMBOOTS EARLY LEARNING GREENSBOROUGH UNIT TRUST","Gumboots Early Learning Greensborough","40 KEILOR RD","ESSENDON NORTH",VIC,3041,02/03/2026,
PR-00011583,,"GUMBOOTS EARLY LEARNING RESERVOIR PTY LTD (ATF) GUMBOOTS EARLY LEARNING RESERVOIR UNIT TRUST","GUMBOOTS EARLY LEARNING RESERVOIR","40 KEILOR RD","ESSENDON NORTH",VIC,3041,02/03/2026,
PR-00011612,,"JML TRADING ARMSTRONG CREEK PTY LTD","Explorers Early Learning - Armstrong Creek","163-171 CLARENDON ST",SOUTHBANK,VIC,3006,02/03/2026,
PR-00011642,,"SOUTHERN SKY EDUCATION GROUP PTY LTD","Southern Sky Education","10 STEWART RD",EMERALD,VIC,3782,20/03/2026,
PR-00011681,,"DAYLESFORD PRIMARY SCHOOL COUNCIL","Daylesford Primary School Council","102 VINCENT ST",DAYLESFORD,VIC,3460,20/03/2026,
PR-00011698,,"BOLINDA PRIMARY SCHOOL COUNCIL",,"1 MULLALYS RD",BOLINDA,VIC,3432,01/02/2026,
PR-00011722,,"CLAYTON NORTH PRIMARY SCHOOL COUNCIL","Clayton North Primary School OSHC","CLAYTON NORTH PRIMARY, 1714 DANDENONG RD",CLAYTON,VIC,3168,02/03/2026,
